,synid,class_name
14140,n08558770,sheikdom
14141,n08558963,residence
14142,n08559155,domicile
14143,n08560295,dude ranch
14144,n08569482,farmland
14145,n08571275,midfield
14146,n08571642,firebreak
14147,n08571898,flea market
14148,n08573674,battlefront
14149,n08573842,garbage heap
14150,n08578517,benthos
14151,n08579266,goldfield
14152,n08579352,grainfield
14153,n08580944,half-mast
14154,n08583292,hemline
14155,n08583455,heronry
14156,n08583554,hipline
14157,n08583682,hipline
14158,n08584914,hole-in-the-wall
14159,n08586978,junkyard
14160,n08589670,isoclinic line
14161,n08596076,littoral
14162,n08597579,magnetic pole
14163,n08598301,grassland
14164,n08598568,mecca
14165,n08599174,observer's meridian
14166,n08599292,prime meridian
14167,n08611339,nombril
14168,n08611421,no-parking zone
14169,n08613733,outdoors
14170,n08614632,fairground
14171,n08616050,pasture
14172,n08618831,perihelion
14173,n08619112,periselene
14174,n08623676,locus of infection
14175,n08628141,kasbah
14176,n08633683,waterfront
14177,n08640531,resort
14178,n08640739,resort area
14179,n08640962,rough
14180,n08643267,ashram
14181,n08644045,harborage
14182,n08645104,scrubland
14183,n08645212,weald
14184,n08645318,wold
14185,n08647264,schoolyard
14186,n08648917,showplace
14187,n08649711,bedside
14188,n08651104,sideline
14189,n08652376,ski resort
14190,n08658309,soil horizon
14191,n08658918,geological horizon
14192,n08659242,coal seam
14193,n08659331,coalface
14194,n08659446,field
14195,n08659861,oilfield
14196,n08661878,Temperate Zone
14197,n08662427,terreplein
14198,n08663051,three-mile limit
14199,n08663703,desktop
14200,n08663860,top
14201,n08673039,kampong
14202,n08674344,subtropics
14203,n08676253,barrio
14204,n08677424,veld
14205,n08677801,vertex
14206,n08678783,waterline
14207,n08679167,high-water mark
14208,n08679269,low-water mark
14209,n08679562,continental divide
14210,n08685188,zodiac
14211,n08782627,Aegean island
14212,n08896327,sultanate
14213,n09032191,Swiss canton
14214,n09186592,abyssal zone
14215,n09189157,aerie
14216,n09191635,air bubble
14217,n09193551,alluvial flat
14218,n09193705,alp
14219,n09194227,Alpine glacier
14220,n09199101,anthill
14221,n09201998,aquifer
14222,n09203827,archipelago
14223,n09205509,arete
14224,n09206896,arroyo
14225,n09206985,ascent
14226,n09208496,asterism
14227,n09209025,asthenosphere
14228,n09210862,atoll
14229,n09213434,bank
14230,n09213565,bank
14231,n09214060,bar
14232,n09214269,barbecue pit
14233,n09214916,barrier reef
14234,n09215023,baryon
14235,n09215437,basin
14236,n09217230,beach
14237,n09218315,honeycomb
14238,n09218494,belay
14239,n09218641,ben
14240,n09219233,berm
14241,n09223487,bladder stone
14242,n09224725,bluff
14243,n09226869,borrow pit
14244,n09228055,brae
14245,n09229709,bubble
14246,n09230041,burrow
14247,n09230202,butte
14248,n09231117,caldera
14249,n09233446,canyon
14250,n09233603,canyonside
14251,n09238926,cave
14252,n09239302,cavern
14253,n09242389,chasm
14254,n09245515,cirque
14255,n09246464,cliff
14256,n09247410,cloud
14257,n09248153,coast
14258,n09248399,coastland
14259,n09249034,col
14260,n09249155,collector
14261,n09251407,comet
14262,n09255070,continental glacier
14263,n09256479,coral reef
14264,n09257843,cove
14265,n09259025,crag
14266,n09259219,crater
14267,n09260907,cultivated land
14268,n09262690,dale
14269,n09263912,defile
14270,n09264803,delta
14271,n09265620,descent
14272,n09266604,diapir
14273,n09267854,divot
14274,n09268007,divot
14275,n09269341,down
14276,n09269472,downhill
14277,n09269882,draw
14278,n09270160,drey
14279,n09270657,drumlin
14280,n09270735,dune
14281,n09274152,escarpment
14282,n09274305,esker
14283,n09279986,fireball
14284,n09281252,flare star
14285,n09282208,floor
14286,n09283193,fomite
14287,n09283405,foothill
14288,n09283514,footwall
14289,n09283767,foreland
14290,n09283866,foreshore
14291,n09287415,gauge boson
14292,n09287968,geological formation
14293,n09288635,geyser
14294,n09289331,glacier
14295,n09289596,glen
14296,n09290350,gopher hole
14297,n09290444,gorge
14298,n09294877,grotto
14299,n09295210,growler
14300,n09295946,gulch
14301,n09300306,gully
14302,n09300905,hail
14303,n09302616,highland
14304,n09303008,hill
14305,n09303528,hillside
14306,n09304750,hole
14307,n09305031,hollow
14308,n09305898,hot spring
14309,n09308572,iceberg
14310,n09308743,icecap
14311,n09309046,ice field
14312,n09309168,ice floe
14313,n09309292,ice mass
14314,n09310616,inclined fault
14315,n09315159,ion
14316,n09319604,isthmus
14317,n09325824,kidney stone
14318,n09326662,knoll
14319,n09327077,kopje
14320,n09327538,Kuiper belt
14321,n09330378,lake bed
14322,n09331251,lakefront
14323,n09332890,lakeside
14324,n09335693,landfall
14325,n09335809,landfill
14326,n09336555,lather
14327,n09337048,leak
14328,n09337253,ledge
14329,n09338013,lepton
14330,n09339810,lithosphere
14331,n09344198,lowland
14332,n09344324,lunar crater
14333,n09344724,maar
14334,n09348460,massif
14335,n09349648,meander
14336,n09351905,mesa
14337,n09352849,meteorite
14338,n09353815,microfossil
14339,n09354511,midstream
14340,n09357346,molehill
14341,n09357447,monocline
14342,n09359803,mountain
14343,n09361517,mountainside
14344,n09362316,mouth
14345,n09362945,mull
14346,n09366017,natural depression
14347,n09366317,natural elevation
14348,n09375606,nullah
14349,n09376198,ocean
14350,n09376526,ocean floor
14351,n09376786,oceanfront
14352,n09381242,outcrop
14353,n09382099,oxbow
14354,n09384106,pallasite
14355,n09389867,perforation
14356,n09391386,photosphere
14357,n09391644,piedmont
14358,n09391774,Piedmont glacier
14359,n09392402,pinetum
14360,n09393524,plage
14361,n09393605,plain
14362,n09396465,point
14363,n09396608,polar glacier
14364,n09398076,pothole
14365,n09398677,precipice
14366,n09399592,promontory
14367,n09400584,ptyalith
14368,n09400987,pulsar
14369,n09402944,quicksand
14370,n09403086,rabbit burrow
14371,n09403211,radiator
14372,n09403427,rainbow
14373,n09403734,range
14374,n09405078,rangeland
14375,n09405787,ravine
14376,n09406793,reef
14377,n09409512,ridge
14378,n09409752,ridge
14379,n09410224,rift valley
14380,n09411189,riparian forest
14381,n09411295,ripple mark
14382,n09415584,riverbank
14383,n09415671,riverbed
14384,n09416076,rock
14385,n09416890,roof
14386,n09421031,saltpan
14387,n09421799,sandbank
14388,n09421951,sandbar
14389,n09422190,sandpit
14390,n09422631,sanitary landfill
14391,n09425019,sawpit
14392,n09425344,scablands
14393,n09428293,seashore
14394,n09428628,seaside
14395,n09429630,seif dune
14396,n09432283,shell
14397,n09432990,shiner
14398,n09433312,shoal
14399,n09433442,shore
14400,n09433839,shoreline
14401,n09435739,sinkhole
14402,n09436444,ski slope
14403,n09436708,sky
14404,n09437454,slope
14405,n09438844,snowcap
14406,n09438940,snowdrift
14407,n09439032,snowfield
14408,n09439213,soapsuds
14409,n09442595,spit
14410,n09443281,spoor
14411,n09443641,spume
14412,n09444783,star
14413,n09445008,steep
14414,n09445289,steppe
14415,n09447666,strand
14416,n09448690,streambed
14417,n09450163,sun
14418,n09451237,supernova
14419,n09452291,swale
14420,n09452395,swamp
14421,n09452760,swell
14422,n09453008,tableland
14423,n09454153,talus
14424,n09454412,tangle
14425,n09454744,tar pit
14426,n09456207,terrace
14427,n09457979,tidal basin
14428,n09458269,tideland
14429,n09459979,tor
14430,n09460046,tor
14431,n09461069,Trapezium
14432,n09462600,troposphere
14433,n09463226,tundra
14434,n09464486,twinkler
14435,n09466678,uphill
14436,n09467696,urolith
14437,n09468604,valley
14438,n09470027,vehicle-borne transmission
14439,n09470222,vein
14440,n09472413,volcanic crater
14441,n09472597,volcano
14442,n09474010,wadi
14443,n09474412,wall
14444,n09474765,warren
14445,n09475044,wasp's nest
14446,n09475179,watercourse
14447,n09475925,waterside
14448,n09476123,water table
14449,n09478210,whinstone
14450,n09480959,wormcast
14451,n09481120,xenolith
14452,n09493983,Circe
14453,n09495962,gryphon
14454,n09505153,spiritual leader
14455,n09537660,messiah
14456,n09556121,Rhea Silvia
14457,n09605110,number one
14458,n09606009,adventurer
14459,n09606527,anomaly
14460,n09607630,appointee
14461,n09607782,argonaut
14462,n09607903,Ashkenazi
14463,n09608709,benefactor
14464,n09610255,color-blind person
14465,n09610405,commoner
14466,n09611722,conservator
14467,n09612700,contrarian
14468,n09613118,contadino
14469,n09613191,contestant
14470,n09613690,cosigner
14471,n09615336,discussant
14472,n09616573,enologist
14473,n09616922,entertainer
14474,n09617161,eulogist
14475,n09617435,ex-gambler
14476,n09617577,experimenter
14477,n09617696,experimenter
14478,n09618760,exponent
14479,n09618880,ex-president
14480,n09618957,face
14481,n09619168,female
14482,n09619452,finisher
14483,n09620078,inhabitant
14484,n09620794,native
14485,n09621232,native
14486,n09622049,juvenile
14487,n09622302,lover
14488,n09624168,male
14489,n09624559,mediator
14490,n09624899,mediatrix
14491,n09625401,national
14492,n09626238,peer
14493,n09627807,prize winner
14494,n09627906,recipient
14495,n09629065,religionist
14496,n09629246,sensualist
14497,n09629752,traveler
14498,n09631129,unwelcome person
14499,n09632274,unskilled person
14500,n09632518,worker
14501,n09633969,wrongdoer
14502,n09635534,Black African
14503,n09635635,Afrikaner
14504,n09635973,Aryan
14505,n09636339,Black
14506,n09637339,Black woman
14507,n09638454,mulatto
14508,n09638875,White
14509,n09639382,Circassian
14510,n09639919,Semite
14511,n09640327,Chaldean
14512,n09640715,Elamite
14513,n09641002,white man
14514,n09641578,WASP
14515,n09643799,gook
14516,n09644152,Mongol
14517,n09644657,Tatar
14518,n09648743,Nahuatl
14519,n09648911,Aztec
14520,n09649067,Olmec
14521,n09650729,Biloxi
14522,n09650839,Blackfoot
14523,n09650989,Brule
14524,n09651123,Caddo
14525,n09651968,Cheyenne
14526,n09652149,Chickasaw
14527,n09653144,Cocopa
14528,n09653438,Comanche
14529,n09654079,Creek
14530,n09654518,Delaware
14531,n09654898,Diegueno
14532,n09655213,Esselen
14533,n09655466,Eyeish
14534,n09656077,Havasupai
14535,n09657206,Hunkpapa
14536,n09657748,Iowa
14537,n09658254,Kalapooia
14538,n09658398,Kamia
14539,n09658815,Kekchi
14540,n09658921,Kichai
14541,n09659039,Kickapoo
14542,n09659188,Kiliwa
14543,n09660010,Malecite
14544,n09660240,Maricopa
14545,n09661873,Mohican
14546,n09662038,Muskhogean
14547,n09662661,Navaho
14548,n09662951,Nootka
14549,n09663248,Oglala
14550,n09663786,Osage
14551,n09663999,Oneida
14552,n09664556,Paiute
14553,n09664908,Passamaquody
14554,n09665367,Penobscot
14555,n09665545,Penutian
14556,n09666349,Potawatomi
14557,n09666476,Powhatan
14558,n09666883,kachina
14559,n09667358,Salish
14560,n09668199,Shahaptian
14561,n09668437,Shasta
14562,n09668562,Shawnee
14563,n09668988,Sihasapa
14564,n09669631,Teton
14565,n09670280,Taracahitian
14566,n09670521,Tarahumara
14567,n09670909,Tuscarora
14568,n09671089,Tutelo
14569,n09672590,Yana
14570,n09672725,Yavapai
14571,n09672840,Yokuts
14572,n09673091,Yuma
14573,n09674412,Gadaba
14574,n09674786,Kolam
14575,n09675045,Kui
14576,n09675673,Toda
14577,n09675799,Tulu
14578,n09675922,Gujarati
14579,n09676021,Kashmiri
14580,n09676247,Punjabi
14581,n09676884,Slav
14582,n09677427,Anabaptist
14583,n09678747,Adventist
14584,n09679028,gentile
14585,n09679170,gentile
14586,n09679925,Catholic
14587,n09680908,Old Catholic
14588,n09681107,Uniat
14589,n09681234,Copt
14590,n09681973,Jewess
14591,n09683180,Jihadist
14592,n09683757,Buddhist
14593,n09683924,Zen Buddhist
14594,n09684082,Mahayanist
14595,n09684901,swami
14596,n09685233,Hare Krishna
14597,n09685806,Shintoist
14598,n09686262,Eurafrican
14599,n09686401,Eurasian
14600,n09688233,Gael
14601,n09688804,Frank
14602,n09689435,Afghan
14603,n09689958,Albanian
14604,n09690083,Algerian
14605,n09690208,Altaic
14606,n09690496,Andorran
14607,n09690621,Angolan
14608,n09690864,Anguillan
14609,n09691604,Austrian
14610,n09691729,Bahamian
14611,n09691858,Bahraini
14612,n09692125,Basotho
14613,n09692915,Herero
14614,n09693244,Luba
14615,n09693982,Barbadian
14616,n09694664,Bolivian
14617,n09694771,Bornean
14618,n09695019,Carioca
14619,n09695132,Tupi
14620,n09695514,Bruneian
14621,n09695620,Bulgarian
14622,n09695979,Byelorussian
14623,n09696456,Cameroonian
14624,n09696585,Canadian
14625,n09696763,French Canadian
14626,n09697401,Central American
14627,n09697986,Chilean
14628,n09698644,Congolese
14629,n09699020,Cypriot
14630,n09699642,Dane
14631,n09700125,Djiboutian
14632,n09700964,Britisher
14633,n09701148,English person
14634,n09701833,Englishwoman
14635,n09702134,Anglo-Saxon
14636,n09702673,Angle
14637,n09703101,West Saxon
14638,n09703344,Lombard
14639,n09703485,limey
14640,n09703708,Cantabrigian
14641,n09703809,Cornishman
14642,n09703932,Cornishwoman
14643,n09704057,Lancastrian
14644,n09704157,Lancastrian
14645,n09704283,Geordie
14646,n09705003,Oxonian
14647,n09705124,Ethiopian
14648,n09705671,Amhara
14649,n09705784,Eritrean
14650,n09706029,Finn
14651,n09706255,Komi
14652,n09707061,Livonian
14653,n09707289,Lithuanian
14654,n09707735,Selkup
14655,n09708750,Parisian
14656,n09708889,Parisienne
14657,n09709531,Creole
14658,n09709673,Creole
14659,n09710041,Gabonese
14660,n09710164,Greek
14661,n09710886,Dorian
14662,n09711132,Athenian
14663,n09711435,Laconian
14664,n09712324,Guyanese
14665,n09712448,Haitian
14666,n09712696,Malay
14667,n09712967,Moro
14668,n09713108,Netherlander
14669,n09714120,Icelander
14670,n09714694,Iraqi
14671,n09715165,Irishman
14672,n09715303,Irishwoman
14673,n09715427,Dubliner
14674,n09716047,Italian
14675,n09716933,Roman
14676,n09717233,Sabine
14677,n09718217,Japanese
14678,n09718811,Jordanian
14679,n09718936,Korean
14680,n09719309,Kenyan
14681,n09719794,Lao
14682,n09720033,Lapp
14683,n09720256,Latin American
14684,n09720595,Lebanese
14685,n09720702,Levantine
14686,n09720842,Liberian
14687,n09721244,Luxemburger
14688,n09721444,Macedonian
14689,n09722064,Sabahan
14690,n09722658,Mexican
14691,n09722817,Chicano
14692,n09723067,Mexican-American
14693,n09723819,Namibian
14694,n09723944,Nauruan
14695,n09724234,Gurkha
14696,n09724533,New Zealander
14697,n09724656,Nicaraguan
14698,n09724785,Nigerian
14699,n09725000,Hausa
14700,n09725229,North American
14701,n09725546,Nova Scotian
14702,n09725653,Omani
14703,n09725772,Pakistani
14704,n09725935,Brahui
14705,n09726621,South American Indian
14706,n09726811,Carib
14707,n09727440,Filipino
14708,n09727826,Polynesian
14709,n09728137,Qatari
14710,n09728285,Romanian
14711,n09729062,Muscovite
14712,n09729156,Georgian
14713,n09730077,Sarawakian
14714,n09730204,Scandinavian
14715,n09730824,Senegalese
14716,n09731343,Slovene
14717,n09731436,South African
14718,n09731571,South American
14719,n09732170,Sudanese
14720,n09733459,Syrian
14721,n09733793,Tahitian
14722,n09734185,Tanzanian
14723,n09734450,Tibetan
14724,n09734535,Togolese
14725,n09734639,Tuareg
14726,n09735258,Turki
14727,n09735654,Chuvash
14728,n09736485,Turkoman
14729,n09736798,Uzbek
14730,n09736945,Ugandan
14731,n09737050,Ukranian
14732,n09737161,Yakut
14733,n09737453,Tungus
14734,n09738121,Igbo
14735,n09738400,American
14736,n09740724,Anglo-American
14737,n09741074,Alaska Native
14738,n09741331,Arkansan
14739,n09741722,Carolinian
14740,n09741816,Coloradan
14741,n09741904,Connecticuter
14742,n09741999,Delawarean
14743,n09742101,Floridian
14744,n09742315,German American
14745,n09742927,Illinoisan
14746,n09743487,Mainer
14747,n09743601,Marylander
14748,n09743792,Minnesotan
14749,n09744161,Nebraskan
14750,n09744346,New Hampshirite
14751,n09744462,New Jerseyan
14752,n09744679,New Yorker
14753,n09744834,North Carolinian
14754,n09745229,Oregonian
14755,n09745324,Pennsylvanian
14756,n09745834,Texan
14757,n09745933,Utahan
14758,n09746936,Uruguayan
14759,n09747191,Vietnamese
14760,n09747495,Gambian
14761,n09748101,East German
14762,n09748408,Berliner
14763,n09748648,Prussian
14764,n09748889,Ghanian
14765,n09749386,Guinean
14766,n09750282,Papuan
14767,n09750641,Walloon
14768,n09750770,Yemeni
14769,n09750891,Yugoslav
14770,n09751076,Serbian
14771,n09751496,Xhosa
14772,n09751622,Zairese
14773,n09751895,Zimbabwean
14774,n09752023,Zulu
14775,n09752519,Gemini
14776,n09753348,Sagittarius
14777,n09753792,Pisces
14778,n09754152,abbe
14779,n09754217,abbess
14780,n09754633,abnegator
14781,n09754907,abridger
14782,n09755086,abstractor
14783,n09755241,absconder
14784,n09755555,absolver
14785,n09755788,abecedarian
14786,n09755893,aberrant
14787,n09756049,abettor
14788,n09756195,abhorrer
14789,n09756961,abomination
14790,n09757449,abseiler
14791,n09758173,abstainer
14792,n09758885,academic administrator
14793,n09759501,academician
14794,n09760290,accessory before the fact
14795,n09760609,companion
14796,n09760913,accompanist
14797,n09761068,accomplice
14798,n09761753,account executive
14799,n09762011,accused
14800,n09762385,accuser
14801,n09763272,acid head
14802,n09763784,acquaintance
14803,n09764201,acquirer
14804,n09764598,aerialist
14805,n09764732,action officer
14806,n09764900,active
14807,n09765118,active citizen
14808,n09765278,actor
14809,n09767197,actor
14810,n09769076,addict
14811,n09769525,adducer
14812,n09769929,adjuster
14813,n09770179,adjutant
14814,n09770359,adjutant general
14815,n09771435,admirer
14816,n09772330,adoptee
14817,n09772746,adulterer
14818,n09772930,adulteress
14819,n09773962,advertiser
14820,n09774167,advisee
14821,n09774783,advocate
14822,n09775907,aeronautical engineer
14823,n09776346,affiliate
14824,n09776642,affluent
14825,n09776807,aficionado
14826,n09777870,buck sergeant
14827,n09778266,agent-in-place
